date,open,close,high,low,volume,amount
2020-03-11,4090.9348,4028.4289,4091.2704,4028.3964,16165611100,244990872685.9000
2020-03-12,3976.1139,3950.9111,3987.4336,3926.2704,15706045800,233152848759.1000
2020-03-13,3771.0139,3895.3128,3937.1806,3765.1479,18829672200,280213453213.7000
2020-03-16,3899.8598,3727.8398,3899.8598,3720.5127,18596826000,282836238271.2000
2020-03-17,3739.7833,3709.6822,3786.8908,3618.3070,16624612900,250824025696.9000
2020-03-18,3729.6853,3636.2565,3775.8506,3636.2565,15503754700,244127161535.3000
2020-03-19,3623.7890,3589.0926,3647.9874,3503.1866,18080740700,271827467961.6000
2020-03-20,3629.5126,3653.2239,3663.9517,3588.7766,13960300000,211223073323.1000
2020-03-23,3542.6837,3530.3058,3585.8014,3523.7877,13710879000,197669624970.1000
2020-03-24,3598.6548,3625.1146,3627.7592,3545.4524,14310302100,208553840688.5000
2020-03-25,3711.4753,3722.5181,3732.6536,3685.9942,15349595800,231561518761.2000
2020-03-26,3692.6083,3698.0472,3736.2536,3681.2668,11231066500,169336311861.4000
2020-03-27,3746.3914,3710.0605,3758.7827,3709.9213,12406099500,186103426334.7000
2020-03-30,3657.4624,3674.1108,3690.6388,3637.5853,12687667300,180640799409.3000
2020-03-31,3708.1404,3686.1551,3716.0707,3676.2024,11145302500,161595510008.2000
2020-04-01,3682.2966,3675.0758,3731.7799,3670.9653,11935262000,170422568804.4000
2020-04-02,3656.3225,3734.5306,3734.5306,3652.3167,11516820900,168893255656.6000
2020-04-03,3721.4815,3713.2183,3738.8323,3698.9822,9982508300,150132815028.5000
2020-04-07,3779.9076,3798.0214,3803.6286,3772.2054,14277803000,207642820316.9000
2020-04-08,3776.4171,3780.3445,3793.0023,3767.2924,11138951300,161576772320.2000
2020-04-09,3798.4879,3792.8105,3801.7245,3785.3116,10048503200,154595318812.8000
2020-04-10,3794.8429,3769.1782,3824.7441,3758.9599,10244495600,162251233800.7000
2020-04-13,3751.7093,3753.2566,3769.8764,3740.1936,7905334300,119874303204.6000
2020-04-14,3777.8343,3825.6991,3825.7599,3764.9838,11063758500,170612579792.4000
2020-04-15,3820.8506,3797.3623,3829.8009,3793.4402,10846198400,169700216633.0000
2020-04-16,3777.7986,3802.3806,3807.3569,3774.5585,9594796500,147164302056.9000
2020-04-17,3831.9232,3839.4871,3863.4521,3821.4201,13200430100,203595267033.5000
2020-04-20,3845.4598,3853.4551,3853.7984,3831.5530,10001311500,151924090117.0000
2020-04-21,3838.2314,3808.0474,3838.2314,3779.9967,10292188800,155077454132.0000
2020-04-22,3789.1297,3839.3834,3839.3834,3782.2149,8589946400,135547280790.0000
2020-04-23,3851.9132,3829.7525,3857.4709,3826.5565,9550845000,142122548831.8000
2020-04-24,3826.3116,3796.9721,3827.2120,3787.0714,9484413500,138961200282.7000
2020-04-27,3808.0171,3822.7690,3842.8706,3793.7655,9546273500,145301151875.0000
2020-04-28,3835.3480,3849.1465,3859.6754,3768.2000,12209347600,184179759240.3000
2020-04-29,3837.5135,3867.0320,3880.7444,3833.7164,9585459000,151282103744.2000
2020-04-30,3880.4094,3912.5772,3921.7004,3880.4094,13291712500,202268288802.3000
2020-05-06,3867.2587,3936.2539,3937.6909,3865.9875,13985567500,214935962364.4000
2020-05-07,3937.5918,3924.8946,3941.4833,3915.9048,10551464600,167207801840.2000
2020-05-08,3942.9972,3963.6217,3979.6627,3935.9805,11694334100,190299584716.9000
2020-05-11,3974.7605,3960.1803,3998.0972,3944.5037,12267380300,193758093899.8000
2020-05-12,3961.3427,3960.2378,3970.1115,3930.2108,9825055400,157465780059.9000
2020-05-13,3946.6428,3968.2529,3972.5254,3932.5711,8819066900,145563383275.8000
2020-05-14,3952.1986,3925.2177,3952.1986,3924.0452,8853000400,143499177719.8000
2020-05-15,3941.1250,3912.8159,3945.1956,3907.4021,9261838200,153301505149.4000
2020-05-18,3914.6602,3922.9117,3946.4312,3898.4041,11280176200,188528121367.6000
2020-05-19,3963.7754,3956.2495,3966.8518,3944.0715,9401529100,159886222402.2000
2020-05-20,3955.7145,3935.2220,3955.7145,3923.9213,10079115000,157102533276.1000
2020-05-21,3950.5981,3913.7949,3951.7430,3907.5788,9486103300,149154142257.8000
2020-05-22,3907.5761,3824.0640,3907.5761,3818.1488,10337836000,157286504986.3000
2020-05-25,3828.3206,3829.3245,3835.6333,3800.1796,7903332600,127011917716.3000
2020-05-26,3850.0009,3872.7701,3874.7484,3844.4776,7744807600,125445619316.8000
2020-05-27,3873.6984,3845.6135,3873.6984,3838.4247,8371183100,123737501165.0000
2020-05-28,3848.4892,3856.6324,3885.4211,3818.4318,9306405400,139108407792.0000
2020-05-29,3838.3769,3867.0232,3872.3031,3830.4185,9381383200,135658136028.2000
2020-06-01,3901.7263,3971.3402,3976.3151,3901.7263,13645665200,208436512945.1000
2020-06-02,3969.9521,3983.5677,3991.7761,3958.9774,14430306000,195563304256.3000
2020-06-03,4001.1708,3983.6477,4018.6759,3982.9299,13659748300,200882767676.9000
2020-06-04,3998.1636,3982.1851,3999.8051,3968.5723,10427773700,149057855837.5000
2020-06-05,3988.2239,4001.2509,4001.2509,3967.9260,10244394200,154311342981.8000
2020-06-08,4023.6060,4021.9549,4050.2213,4016.1015,13792581300,193047518687.6000
2020-06-09,4027.5613,4047.0293,4052.1557,4016.3387,11530447900,166533966010.0000
2020-06-10,4046.2317,4039.7051,4046.2317,4024.4185,11226572800,166778642366.2000
2020-06-11,4031.7396,3995.8846,4043.0123,3979.7522,12730894100,197079441861.1000
2020-06-12,3931.6236,4003.0829,4011.0591,3927.2491,13416664900,193504046742.3000
2020-06-15,3982.9672,3954.9883,4007.1396,3954.9883,13129786000,211125336143.8000
2020-06-16,3995.5786,4014.5702,4014.5702,3987.8637,11105153900,185104029158.9000
2020-06-17,4018.6094,4017.5941,4018.6094,3992.1339,10560579900,176977503611.2000
2020-06-18,4009.7831,4044.3842,4047.5566,4000.9008,13814876100,210192918146.2000
2020-06-19,4047.0483,4098.7095,4109.3602,4043.4925,15294699000,255549797299.6000
2020-06-22,4097.5071,4102.0459,4126.9421,4088.7822,15582946500,259200520725.7000
2020-06-23,4098.0373,4121.7944,4124.7250,4080.7533,12922951000,234806510834.5000
2020-06-24,4128.1003,4138.9895,4144.6782,4123.3582,12171246500,224551430008.0000
2020-06-29,4127.9348,4109.7164,4137.3696,4092.5352,13086585400,226522059762.9000
2020-06-30,4130.0028,4163.9637,4174.4236,4129.7754,12593352100,227935704488.9000
2020-07-01,4172.6425,4247.7835,4247.7835,4163.4954,16999045600,305711799762.0000
2020-07-02,4239.4080,4335.8445,4340.1039,4238.1164,25293936800,399571526695.3000
2020-07-03,4353.1937,4419.5955,4419.5955,4348.4535,29048553900,442335024266.1000
2020-07-06,4465.8081,4670.0949,4678.1121,4465.8081,40582102500,597438217716.0000
2020-07-07,4739.6104,4698.1264,4796.3155,4688.0574,40600855300,635254742706.0000
2020-07-08,4692.8621,4774.0042,4803.3643,4670.6501,34807484700,532849825964.5000
2020-07-09,4770.0769,4840.7712,4854.1201,4757.2943,35104689300,556718732098.9000
2020-07-10,4796.0873,4753.1333,4821.3745,4734.4725,31694965100,510472055095.9000
2020-07-13,4742.3738,4852.9612,4878.0773,4741.8743,32164544600,541105098721.0000
2020-07-14,4836.1655,4806.6902,4860.4404,4729.9258,29724198500,511211048184.9000
2020-07-15,4821.5155,4744.4687,4837.4757,4723.3608,27238900600,486748347680.4000
2020-07-16,4741.5295,4516.2532,4772.5638,4513.6537,28465713300,511237962884.2000
2020-07-17,4524.7717,4544.7007,4601.3733,4485.8214,20737556300,372973887046.0000
2020-07-20,4597.2038,4680.3046,4681.9431,4534.2305,24606891400,416714222275.7000
2020-07-21,4697.5026,4691.0425,4714.2925,4661.4440,20041565900,356069805762.6000
2020-07-22,4682.6575,4714.4454,4790.4491,4675.3488,22419921100,386470859914.3000
2020-07-23,4668.7401,4712.4357,4731.4004,4607.6585,23431456900,405175268660.9000
2020-07-24,4679.0273,4505.5906,4691.6980,4479.3928,24390520300,437726712279.7000
2020-07-27,4535.0053,4528.4500,4558.1189,4482.4408,17142055100,301893370163.2000
2020-07-28,4567.6691,4568.2576,4590.2496,4537.6849,16276849800,292835785345.2000
2020-07-29,4559.1634,4679.0080,4680.5580,4548.8535,18669530500,350432649160.5000
2020-07-30,4689.7632,4656.1506,4704.6305,4649.7677,16696756600,324009242692.4000
2020-07-31,4652.1824,4695.0462,4741.8084,4621.9635,18483902600,351119312415.0000
2020-08-03,4735.8985,4771.3108,4771.3694,4720.0250,21477623900,401914824928.3000
2020-08-04,4778.4866,4775.8024,4807.0782,4747.7748,23997498500,426411345935.8000
2020-08-05,4761.7637,4777.1089,4786.7031,4711.2723,19670054800,347407839399.1000
2020-08-06,4779.2377,4762.7642,4791.8565,4691.1569,22785440600,404323404006.9000
2020-08-07,4742.2939,4707.9262,4749.0217,4637.8427,21351821600,397041212825.0000
2020-08-10,4681.7553,4724.8697,4757.6634,4646.2885,20378883200,371297560017.6000
2020-08-11,4730.3748,4681.7837,4791.5337,4674.8642,20554651100,350828586241.1000
2020-08-12,4668.8899,4647.6446,4681.6206,4566.2736,20288723900,347298673202.0000
2020-08-13,4666.4901,4635.7126,4671.7689,4626.1033,15255009200,250945872578.9000
2020-08-14,4627.6100,4704.6288,4708.0709,4617.6320,14729292100,254343934256.2000
2020-08-17,4727.1204,4815.2261,4838.0864,4721.3589,26800155600,416469154934.0000
2020-08-18,4816.5703,4812.7564,4825.3861,4788.8293,18913985400,314395904535.5000
2020-08-19,4804.6655,4740.6784,4809.0499,4738.0086,19244294800,319403284708.3000
2020-08-20,4708.1253,4679.1544,4721.4357,4662.8032,15836863900,260486563515.0000
2020-08-21,4717.7874,4718.8431,4739.4836,4684.8101,14265786400,251775160233.8000
2020-08-24,4746.4035,4755.8491,4769.4673,4716.6054,15114351200,272428686418.6000
2020-08-25,4769.2107,4761.9507,4802.4122,4746.3130,14170135100,262308788275.0000
2020-08-26,4761.7186,4706.1302,4786.4249,4689.8810,15130518000,277456360643.0000
2020-08-27,4718.0620,4731.3451,4731.9351,4679.3623,11904285000,223631511405.6000
2020-08-28,4727.2920,4844.2652,4850.4884,4719.3526,15939976500,305047882508.6000
2020-08-31,4870.9337,4816.2153,4901.2115,4816.2123,20256702900,357005064604.8000
2020-09-01,4803.3922,4842.1223,4842.1350,4791.7829,13839540200,262018070577.3000
2020-09-02,4859.0754,4843.8870,4863.5509,4797.5204,15798952400,280778613751.4000
2020-09-03,4841.5020,4817.0952,4877.0117,4800.0577,14567120100,279411988792.3000
2020-09-04,4737.2368,4770.2190,4778.2030,4726.5559,12003279600,238463337878.7000
2020-09-07,4759.5213,4669.3677,4789.3031,4655.5600,14860779100,282316394067.8000
2020-09-08,4683.8256,4694.3894,4707.8966,4639.0531,13919922700,249198138076.0000
2020-09-09,4634.2470,4584.5887,4645.1972,4558.0304,16227710700,244905191934.1000
2020-09-10,4632.0994,4581.9775,4647.7505,4572.2058,15065287800,226146354804.6000
2020-09-11,4572.2572,4627.2826,4630.8842,4563.1061,11530242400,198240927301.5000
2020-09-14,4652.0539,4651.0507,4666.9862,4625.9877,10723517900,211653411810.9000
2020-09-15,4649.4472,4688.4826,4691.4997,4630.5374,10191592500,194573684119.3000
2020-09-16,4683.0060,4657.3584,4690.6815,4638.4586,10875364100,196120184850.9000
2020-09-17,4642.0542,4632.7142,4664.9491,4601.6390,10598363100,214146647269.6000
2020-09-18,4636.6422,4737.0887,4737.8039,4631.7045,16042647500,281885944229.0000
2020-09-21,4750.7481,4691.4281,4752.9799,4688.7199,12453582700,224137912695.2000
2020-09-22,4654.2179,4635.7608,4706.2096,4622.1111,11967294700,202909215534.6000
2020-09-23,4639.6592,4652.3273,4665.9600,4623.5528,9582652800,190393472276.3000
2020-09-24,4623.9535,4563.0657,4631.9482,4562.2086,11259368300,193515873700.2000
2020-09-25,4582.4820,4570.0216,4599.5387,4554.7199,9301515500,167457376964.0000
2020-09-28,4582.6471,4581.9085,4613.6324,4571.1507,8504838900,159314675407.1000
2020-09-29,4608.2926,4591.7993,4616.6767,4586.3537,8599385800,159937888502.2000
2020-09-30,4607.5753,4587.3953,4634.7239,4563.4108,8908120000,165532220885.2000
2020-10-09,4663.6100,4681.1412,4695.4041,4655.0851,11133751200,229926731489.9000
2020-10-12,4705.1883,4823.1578,4823.2666,4704.1554,15578455800,307848558046.0000
2020-10-13,4812.8989,4839.2010,4845.9191,4795.3730,11651633800,242172567248.5000
2020-10-14,4830.4575,4807.1021,4830.4575,4795.9069,11190692300,229836207247.8000
2020-10-15,4810.7821,4798.7361,4833.8925,4796.2647,10996496200,213878285047.0000
2020-10-16,4798.9162,4791.6760,4825.5518,4765.9670,11671610200,204175130717.5000
2020-10-19,4823.4944,4755.4879,4849.6050,4747.3356,12924636100,225392198225.0000
2020-10-20,4751.3694,4793.4672,4793.4672,4739.4583,9804815600,185849198017.6000
2020-10-21,4801.6313,4792.8284,4801.6313,4758.8552,10380570300,189978697043.6000
2020-10-22,4780.5954,4777.9845,4791.8078,4725.4993,10135089100,194614971169.8000
2020-10-23,4775.4665,4718.4881,4802.4560,4717.0984,10682518400,200985821991.5000
2020-10-26,4684.0465,4691.2359,4713.3945,4639.3019,10834327500,205518988284.4000
2020-10-27,4680.1371,4699.2792,4708.4623,4671.8536,9265630400,186675545690.4000
2020-10-28,4703.0036,4737.2718,4753.3125,4685.6012,10846340200,226754264067.0000
2020-10-29,4683.6070,4772.9198,4803.0317,4679.2529,11711725000,252303504993.0000
2020-10-30,4776.4726,4695.3338,4778.5089,4683.4719,13980230300,280783321713.1000
2020-11-02,4702.7457,4720.8313,4738.0239,4695.4436,14286769300,279027685157.1000
2020-11-03,4743.1742,4777.5608,4793.3963,4734.1748,13605540800,252390556313.5000
2020-11-04,4781.4480,4813.6564,4825.4638,4770.5582,11466180600,230513773046.3000
2020-11-05,4861.3377,4885.1118,4885.1118,4837.9996,13924459400,281951932371.0000
2020-11-06,4897.6295,4885.7178,4897.6295,4845.4293,15363903400,305365103652.9000
2020-11-09,4918.8609,4981.3497,4997.8017,4918.8609,19713198400,371923282063.4000
2020-11-10,4995.4126,4953.8756,4995.4126,4928.9319,17626721400,334271459964.0000
2020-11-11,4937.7582,4904.8981,4957.5846,4901.7067,16447051500,303858557977.1000
2020-11-12,4916.7736,4908.4630,4926.3422,4891.5100,11811461900,227645907147.2000
2020-11-13,4886.9778,4856.8513,4886.9778,4825.7578,13369307900,255353111737.8000
2020-11-16,4880.9580,4904.1716,4904.1716,4848.6239,14877098000,266705031671.5000
2020-11-17,4903.1200,4894.7860,4909.2902,4865.3942,15148746400,288911408551.0000
2020-11-18,4889.6749,4891.6716,4911.0876,4870.7162,16421661600,290727223227.2000
2020-11-19,4880.9224,4927.9891,4939.7911,4870.2005,13368137800,247727135000.5000
2020-11-20,4928.2223,4943.2882,4947.4297,4922.5895,12940034100,229053679195.4000
2020-11-23,4954.5987,5005.0273,5029.6515,4940.4494,20591518700,333633826416.7000
2020-11-24,4997.0485,4974.2855,5001.0614,4960.9817,15663791100,264804443317.7000
2020-11-25,4992.7466,4910.7000,5004.7732,4910.7000,17034052700,277070642970.7000
2020-11-26,4908.3208,4919.5912,4925.2857,4867.8153,13720233800,239748145475.7000
2020-11-27,4930.5928,4980.7650,4980.7650,4917.3479,16295292200,253178971224.0000
2020-11-30,4994.1063,4960.2519,5055.1920,4960.2519,26263895000,396495834420.8000
2020-12-01,4963.1302,5067.0983,5072.5494,4963.1302,20406563800,328451014444.2000
2020-12-02,5072.9755,5067.1447,5090.6084,5043.3091,19543547600,310609728842.5000
2020-12-03,5065.4531,5057.0603,5072.3046,5033.7887,17786574800,275335207429.1000
2020-12-04,5049.5231,5065.9163,5072.3865,5017.8506,14434716700,257798820735.0000
2020-12-07,5065.7285,5022.2351,5067.8698,5014.6090,13989621700,264657773932.9000
2020-12-08,5029.1063,5009.8786,5043.0605,4998.9218,12307302900,234880648439.1000
2020-12-09,5022.3846,4942.6986,5033.6417,4942.5195,13891696500,260772774152.9000
2020-12-10,4931.2933,4940.5249,4962.7433,4919.7696,12591427000,229651278357.4000
2020-12-11,4957.8236,4889.6292,4957.8236,4849.3547,15935769700,275212730069.9000
2020-12-14,4903.6270,4934.8352,4937.2601,4887.6599,12080155200,247878279711.0000
2020-12-15,4931.6019,4945.1000,4954.1885,4904.7926,11834263300,248093390249.2000
2020-12-16,4957.2971,4953.8670,4968.8558,4938.1932,10677896800,229696035696.9000
2020-12-17,4960.7290,5017.4784,5021.6171,4950.3713,13338547900,270180356109.3000
2020-12-18,5014.3211,4999.9678,5027.4446,4979.0051,12804961800,258938551535.8000
2020-12-21,4995.7622,5046.8396,5048.5074,4969.9990,14081178200,298204296843.3000
2020-12-22,5034.9831,4964.7727,5055.1348,4960.9457,16234497000,326758817663.3000
2020-12-23,4977.2994,5007.1235,5028.4506,4968.1509,14029281900,308729037473.7000
2020-12-24,5006.0051,5000.0154,5033.0380,4979.2371,11441866700,246674476188.8000
2020-12-25,4985.7695,5042.0137,5042.0978,4973.6812,12100697900,243992268243.3000
2020-12-28,5042.9432,5064.4147,5089.3447,5037.8582,13691440700,281019254170.5000
2020-12-29,5071.4490,5042.9361,5077.4167,5034.3078,14119866200,279035233253.8000
2020-12-30,5037.9848,5113.7105,5113.7105,5036.6288,14862644800,296577812603.0000
2020-12-31,5122.4799,5211.2885,5215.6178,5122.4799,17160250900,358731371834.7000
2021-01-04,5212.9313,5267.7181,5284.4343,5190.9372,21171138200,452796175554.0000
2021-01-05,5245.8355,5368.5049,5368.5049,5234.3775,22493115900,498041939761.0000
2021-01-06,5386.5144,5417.6677,5433.4694,5341.4304,19377344400,444434377137.3000
2021-01-07,5428.3944,5513.6568,5513.6568,5413.3526,21987208000,473385353695.8000
2021-01-08,5526.2876,5495.4306,5547.4733,5442.6939,20432495600,473567653978.6000
2021-01-11,5504.2358,5441.1583,5555.6916,5412.5046,23183598300,522298482544.3000
2021-01-12,5419.4996,5596.3525,5596.3525,5417.6272,22422018600,486233760739.8000
2021-01-13,5609.2637,5577.9711,5644.7195,5535.1435,26156988600,546959736365.5000
2021-01-14,5556.2125,5470.4563,5568.0179,5458.6818,24368338000,501890111879.0000
2021-01-15,5471.3910,5458.0812,5500.6348,5390.2737,23863743500,475709920372.3000
2021-01-18,5438.1618,5518.5205,5541.4613,5410.7750,20705186900,422717209153.0000
2021-01-19,5525.9690,5437.5234,5532.4793,5415.7166,21104342500,433205176449.9000
2021-01-20,5439.9111,5476.4336,5496.0493,5426.5357,17091326000,373770384496.4000
2021-01-21,5492.9587,5564.9693,5593.1058,5490.5626,20995019700,453183684478.9000
2021-01-22,5562.3790,5569.7760,5573.6594,5513.8769,19930002000,456622193435.6000
2021-01-25,5564.1237,5625.9232,5655.4795,5543.2663,19704701900,508166980802.0000
2021-01-26,5600.9017,5512.9678,5600.9017,5505.9962,17190459000,415008069865.0000
2021-01-27,5505.7708,5528.0034,5534.9928,5449.6385,16019084100,376892605839.1000
2021-01-28,5450.3695,5377.1427,5462.2352,5360.3766,17048558500,376166523177.5000
2021-01-29,5413.9684,5351.9646,5430.2015,5288.0955,18217878400,390287690019.0000
2021-02-01,5356.8535,5417.6484,5422.2990,5342.0458,16631370600,346859083730.0000
2021-02-02,5429.7032,5501.0915,5503.2145,5411.5173,16521056500,380016716111.9000
2021-02-03,5499.2961,5485.2008,5532.8864,5473.1237,18805431700,404343602637.7000
2021-02-04,5453.9764,5473.9475,5510.0535,5411.5749,18057565400,397995205379.9000
2021-02-05,5494.7011,5483.4140,5550.7714,5477.6517,18969959800,395400134490.0000
2021-02-08,5506.1423,5564.5618,5576.4908,5479.8529,16403377500,367582771658.8000
2021-02-09,5584.1650,5686.2502,5686.2502,5555.0537,16488726000,378769121171.9000
2021-02-10,5709.6840,5807.7191,5823.4219,5707.3295,17016978600,417056463360.9000
2021-02-18,5922.0714,5768.3814,5930.9122,5747.6631,21884868600,507481235977.7000
2021-02-19,5734.0193,5778.8420,5787.8871,5667.3209,21447578000,456433793702.1000
2021-02-22,5785.5097,5597.3327,5785.5097,5597.3327,28212438200,543633153216.5000
2021-02-23,5542.6841,5579.6681,5644.7551,5541.1092,23380772700,424904470814.2000
2021-02-24,5591.4795,5437.5683,5598.8284,5379.7278,22542861000,472369211004.2000
2021-02-25,5494.4706,5469.5584,5527.6296,5444.1646,23073602800,412206157140.7000
2021-02-26,5343.9041,5336.7609,5416.3197,5318.8579,21226454300,405717700127.9000
2021-03-01,5389.2499,5418.7837,5421.5550,5345.9449,17746352300,358146545967.0000
2021-03-02,5453.2847,5349.6301,5454.9687,5305.0545,19651111500,376444604695.3000
2021-03-03,5327.3467,5452.2125,5452.3960,5316.4809,19470905400,337610313596.0000
2021-03-04,5388.4785,5280.7058,5392.3725,5254.7771,21277521100,384382456961.0000
2021-03-05,5191.9699,5262.7958,5307.8203,5174.2458,20262795600,352539774294.9000
2021-03-08,5299.7907,5080.0246,5326.2602,5079.7984,23023163500,407133802141.7000
2021-03-09,5066.1546,4970.9994,5094.3110,4917.9090,23071100400,414415213806.0000
2021-03-10,5047.0589,5003.6121,5055.2785,4981.6161,16992849000,309577408714.9000
2021-03-11,5024.5586,5128.2156,5138.4146,5020.5784,18960076600,333859199678.6000
2021-03-12,5153.6740,5146.3786,5153.6740,5086.8234,20102058900,323237751413.4000
2021-03-15,5116.1228,5035.5441,5120.8757,4992.3989,20415308400,330740513807.9000
2021-03-16,5054.4089,5079.3624,5084.3085,5009.9510,16139005400,271755048563.6000
2021-03-17,5062.7706,5100.8581,5123.5452,5020.1255,14916237600,263492417709.0000
2021-03-18,5114.5872,5141.7681,5160.4566,5111.1294,14290151800,260930046844.7000
2021-03-19,5068.5319,5007.0907,5089.9175,4980.7609,16417484900,282974489237.2000
2021-03-22,5008.3953,5057.1520,5071.3378,4996.5410,16740263200,264209098943.0000
2021-03-23,5057.0632,5009.2459,5064.0200,4966.5340,15801396700,255755377659.6000
2021-03-24,4985.4013,4928.6853,5024.3274,4919.8932,15938598200,265970020152.0000
2021-03-25,4904.0683,4926.3469,4950.7608,4883.6615,13294518900,219782049461.7000
2021-03-26,4953.9453,5037.9899,5050.8292,4953.9453,14592669700,273901922431.0000
2021-03-29,5052.2634,5046.8773,5086.6543,5010.3902,14338821500,266176599970.5000
2021-03-30,5043.0952,5094.7291,5106.0365,5032.7950,13861856000,254928014461.3000
2021-03-31,5085.9497,5048.3607,5085.9497,5015.6070,14133574300,241058485554.4000
2021-04-01,5059.9359,5110.7768,5115.4286,5056.8718,12032489000,211493324391.1000
2021-04-02,5129.8545,5161.5569,5169.8312,5116.3472,12700225400,248060376224.1000
2021-04-06,5178.6401,5140.3418,5181.1490,5125.3301,10983421000,213852444065.4000
2021-04-07,5141.6556,5103.7428,5141.6556,5065.1932,14576374800,246271190296.5000
2021-04-08,5078.2627,5112.2086,5129.1318,5062.0725,14177104700,228422004674.7000
2021-04-09,5100.0422,5035.3374,5100.0422,5022.0926,12841650900,221519791677.6000
2021-04-12,5026.9791,4947.7459,5045.6018,4933.0126,15264431400,267218195772.7000
2021-04-13,4949.8074,4939.6438,4994.5404,4924.1979,13291935800,225753230649.0000
2021-04-14,4945.6857,4980.6279,4987.1191,4940.2686,12086083800,221036276090.0000
2021-04-15,4969.9099,4948.9741,4969.9099,4900.3033,10882938400,213820884103.5000
2021-04-16,4966.8999,4966.1811,4979.1731,4917.9596,11123992400,213389173713.5000
2021-04-19,4966.4090,5087.0165,5088.2106,4940.7473,15476982400,307899776737.5000
2021-04-20,5065.7757,5083.3654,5119.8586,5058.9247,13654170000,276640588159.1000
2021-04-21,5055.2398,5098.7449,5110.5623,5047.9916,12463727700,242574995256.0000
2021-04-22,5114.2799,5089.2435,5119.2246,5067.1382,12116764500,241488845756.1000
2021-04-23,5088.8263,5135.4534,5149.9825,5086.4914,12205699100,264345183118.9000
